main_ConnectionType,main_ConnectionTechnology,main_ServiceProvider,main_ConnectionStart,main_ConnectionEnd,main_CID,main_LAC,main_BSSID,main_MCC,main_MNC,main_Timezone,main_PCI,main_MobileChannel,main_WifiFrequency,main_BSIC,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_ScreenResolution_Width,main_Device_ScreenResolution_Height,main_Device_Memory,main_Device_Storage,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_UploadThroughput,main_QOS_DownloadThroughput,main_QOS_Latency_Average,main_QOS_LinkSpeed,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_Location_Altitude,main_QOS_Location_HorizontalAccuracy,main_QOS_Location_VerticalAccuracy,main_QOS_Jitter_Average,main_QOS_PacketLoss_LostPercentage,main_QOS_Velocity_Speed,main_QOS_Velocity_Bearing,main_QOS_DeviceFreeMemory,main_QOS_DeviceCPU,main_QOS_DeviceBatteryLevel,main_QOS_DeviceBatteryState,main_QOS_DeviceFreeStorage,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_QOS_RSRP,main_QOS_RSRQ,main_QOS_RSSNR,main_QOS_CQI,main_QOS_TA,main_QOS_SystemUptime,main_QOS_DeviceUsedStorage,main_QOS_DeviceUsedMemory,main_Country,main_Region,main_City,main_Geohash,conn_Generation_Category,sp_ServiceProviderBrandName
MOBILE,LTE,AT&T,2017-07-31 20:51:14 UTC,2017-07-31 20:51:15 UTC,179784970,13315,null,310,410,-14400,440,null,null,null,samsung,SAMSUNG-SM-T337A,ANDROID51,1280,800,1419845632,12527652864,en,2017-07-31 20:51:15 UTC,null,null,null,null,null,27.9933627,-82.8186589,null,27.0,null,null,null,null,null,419291136,0.78,1.0,Unplugged,7495847936,0,0,null,null,null,null,null,12640313879,5031804928,1000554496,United States,Florida,Clearwater,dhvp72j31m,4G,AT&T
MOBILE,LTE,AT&T,2017-07-12 13:06:42 UTC,2017-07-12 13:06:46 UTC,137059601,28934,null,310,410,-18000,449,2000,null,null,LGE,LG-H700,ANDROID70,1920,1080,1967022080,23693238272,en,2017-07-12 13:06:46 UTC,null,null,null,null,null,29.5064751,-95.1196131,null,26.0,null,null,null,null,null,450785280,0.03,0.3700000047683716,Unplugged,19854639104,0,0,null,null,null,null,null,395603491,3838599168,1516236800,United States,Texas,League City,9vhrge2p8m,4G,AT&T
MOBILE,HSPAP,AT&T,2017-07-27 16:20:24 UTC,2017-07-27 16:20:32 UTC,9726981,42975,null,310,410,-25200,null,4383,null,null,motorola,Moto G (4),ANDROID70,1920,1080,1957253120,11622285312,en,2017-07-27 16:20:24 UTC,null,null,null,null,-91,48.3519613,-122.4239974,-14.0,4.0,null,null,null,19.079999923706055,216.0,480063488,0.37,0.75,Charging,4051054592,0,0,null,null,null,null,null,77717732,7571230720,1477189632,United States,Washington,null,c28gn4jwd4,3G,AT&T
MOBILE,HSPAP,cricket,2017-07-29 04:16:42 UTC,2017-07-29 04:16:46 UTC,53325909,55503,null,310,410,-25200,null,null,null,null,LGE,LG-K450,ANDROID60,1280,720,1474347008,19385610240,en,2017-07-29 04:16:46 UTC,null,null,null,null,null,33.9275604,-117.4487677,null,21.0,null,null,null,null,null,425644032,0.61,0.8500000238418579,Unplugged,10371678208,5776,9711,null,null,null,null,null,3162746855,9013932032,1048702976,United States,California,Riverside,9qh3p2k6m7,3G,AT&T
MOBILE,LTE,AT&T,2017-07-16 15:42:07 UTC,2017-07-16 15:42:37 UTC,141755927,34623,null,310,410,-25200,491,null,null,null,samsung,SAMSUNG-SM-N915A,ANDROID60,2560,1600,2912501760,154553065472,en,2017-07-16 15:42:37 UTC,null,null,null,null,null,33.7767176,-117.8444164,26.0,11.0,null,null,null,19.280000686645508,359.0,566317056,0.19,1.0,Full,86882639872,1474,1357,null,null,null,null,null,250143003,67670425600,2346184704,United States,California,Orange,9qh0nku7dh,4G,AT&T
MOBILE,LTE,cricket,2017-07-21 17:01:52 UTC,2017-07-21 17:03:11 UTC,134302209,27171,null,310,410,-18000,413,null,null,null,samsung,SAMSUNG-SM-J320AZ,ANDROID60,1280,720,1459412992,11375542272,en,2017-07-21 17:01:52 UTC,null,null,null,null,-81,32.5091476,-94.5407567,null,142.5,null,null,null,null,null,259575808,0.65,0.8700000047683716,Charging,2475175936,0,0,-109,-11,60,10,43,52553062,8900366336,1199837184,United States,Texas,null,9vubbwje88,4G,AT&T
MOBILE,LTE,cricket,2017-07-07 13:48:42 UTC,2017-07-07 13:49:49 UTC,88671510,25861,null,310,410,-18000,186,0,null,null,samsung,SAMSUNG-SM-J327AZ,ANDROID70,1280,720,1388331008,43606827008,en,2017-07-07 13:48:42 UTC,null,null,null,null,-64,37.1220688,-94.310847,290.0,3.0,null,null,null,26.559999465942383,1.0,181149696,0.49,0.8799999952316284,Charging,26981900288,0,0,-88,-7,-100,2,20,80051270,16624926720,1207181312,United States,Missouri,null,9ysgjvugtz,4G,AT&T
MOBILEROAMING,HSPAP,AT&T,2017-07-20 23:19:09 UTC,2017-07-21 00:52:04 UTC,89925934,37902,null,310,410,-25200,null,0,null,null,samsung,SM-G930W8,ANDROID70,1920,1080,3705757696,26663477248,en,2017-07-21 00:09:05 UTC,null,null,null,null,-73,43.3210539921579,-96.79628135022556,391.0,32.0,null,null,null,30.726390838623047,0.0026720326859503984,1236430848,0.55,0.800000011920929,Unplugged,18442289152,15959,21281,null,null,null,null,null,583987036,8221188096,2469326848,United States,South Dakota,null,9zenmq757j,3G,AT&T
MOBILE,HSPAP,AT&T,2017-07-31 16:18:37 UTC,2017-07-31 16:18:39 UTC,101122670,53532,null,310,410,-18000,null,null,null,null,samsung,SAMSUNG-SM-G750A,ANDROID44,1280,720,1442824192,11513987072,en,2017-07-31 16:18:39 UTC,null,null,null,null,null,29.715924913938657,-95.47725990320728,-13.139094714494545,8.0,null,null,null,0.673087477684021,104.11026000976562,258686976,0.34,0.3700000047683716,Unplugged,5226639360,0,0,null,null,null,null,null,47927185,6287347712,1184137216,United States,Texas,Houston,9vk153eef9,3G,AT&T
MOBILE,LTE,AT&T,2017-07-24 11:09:57 UTC,2017-07-24 11:10:10 UTC,64578453,24591,null,310,410,-18000,455,null,null,null,samsung,SAMSUNG-SM-G890A,ANDROID60,2560,1440,2810003456,26730586112,en,2017-07-24 11:10:10 UTC,null,null,null,null,null,36.2938152,-94.1158193,null,19.0,null,null,null,null,null,613994496,0.22,0.25,Unplugged,14517338112,11950,13423,null,null,null,null,null,210679579,12213248000,2196008960,United States,Arkansas,Rogers,9ymn6r4fy3,4G,AT&T
MOBILE,LTE,AT&T,2017-07-27 00:21:46 UTC,2017-07-27 00:25:07 UTC,83276823,17927,null,310,410,-18000,216,null,null,null,HTC,HTC One_M8,ANDROID60,1920,1080,1911955456,58674941952,en,2017-07-27 00:21:46 UTC,null,null,null,null,-51,46.8221837,-95.8522277,null,3000.0,null,null,null,null,null,518184960,0.49,0.7400000095367432,NotCharging,37895258112,0,0,-81,-13,34,null,null,24594555,20779683840,1393770496,United States,Minnesota,null,cb7f6gdwcp,4G,AT&T
MOBILEROAMING,HSPAP,AT&T | Telenor DK,2017-07-21 18:12:41 UTC,2017-07-21 18:14:30 UTC,8635398,42961,null,310,410,-25200,null,0,null,null,samsung,SM-G950F,ANDROID70,2008,1080,3627438080,185970524160,en,2017-07-21 18:12:41 UTC,null,null,null,null,-85,47.7862847,-120.8774829,null,3200.0,null,null,null,null,null,958427136,0.23,0.9100000262260437,Unplugged,158207332352,0,0,null,null,null,null,null,894996814,27763191808,2669010944,United States,Washington,null,c26pc75xq3,3G,AT&T
MOBILE,HSPA,AT&T,2017-07-24 03:07:57 UTC,2017-07-24 03:16:25 UTC,135934497,5988,null,310,410,-14400,null,4413,null,null,OnePlus,ONEPLUS A3000,ANDROID71,1920,1080,6017413120,121566097408,en,2017-07-24 03:16:25 UTC,null,null,null,null,null,41.28230972757719,-72.88067582399768,76.0,38.0,null,null,null,0.19407525658607483,327.7197265625,1664741376,null,0.1899999976158142,Unplugged,98546053120,17248,14923,null,null,null,null,null,392442952,23020044288,4352671744,United States,Connecticut,East Haven,drk4ve1yvh,3G,AT&T
MOBILE,LTE,AT&T,2017-07-20 22:47:16 UTC,2017-07-20 22:47:23 UTC,174598402,14122,null,310,410,-14400,null,null,null,null,samsung,SAMSUNG-SM-G870A,ANDROID50,1920,1080,1788502016,20278366208,en,2017-07-20 22:47:20 UTC,null,null,68.0,null,-81,25.7400193,-80.3919057,null,26.0,null,0.012597,0.0,null,null,398430208,0.14,0.6399999856948853,Unplugged,4334407680,580,580,-115,-17,-38,null,null,13115489,15943958528,1390071808,United States,Florida,null,dhwf6tu6kz,4G,AT&T
MOBILE,LTE,cricket,2017-07-24 22:00:31 UTC,2017-07-24 22:00:45 UTC,92189590,33796,null,310,410,-25200,256,9820,null,null,OnePlus,ONEPLUS A5000,ANDROID71,1920,1080,8098844672,119517855744,en,2017-07-24 22:00:31 UTC,null,null,109.0,null,-66,36.0179797,-115.2936324,null,20.0,null,0.120006,0.0,null,null,3046096896,0.17,0.9399999976158142,Unplugged,113244057600,580,580,-93,-10,68,null,null,53297288,6273798144,5052747776,United States,Nevada,null,9qqhbkvezw,4G,AT&T
MOBILE,LTE,AT&T,2017-07-15 20:43:48 UTC,2017-07-15 21:17:28 UTC,123108105,32771,null,310,410,-25200,253,null,null,null,asus,ASUS_Z00TD,ANDROID60,1920,1080,3013283840,89382129664,en,2017-07-15 20:43:49 UTC,null,null,53.0,null,-67,33.3804949,-111.9772259,null,50.0,null,0.525738,0.0,null,null,807972864,0.19,0.47999998927116394,Unplugged,47186182144,1235,4742,-95,-11,12,null,null,1373270656,42195947520,2205310976,United States,Arizona,null,9tbmgusxmx,4G,AT&T
MOBILE,HSPA,AT&T,2017-07-29 21:26:05 UTC,2017-07-29 21:27:28 UTC,14808449,33990,null,310,410,-25200,null,null,null,null,motorola,XT1058,ANDROID51,1280,720,1880641536,12756828160,en,2017-07-29 21:26:07 UTC,null,null,null,null,-51,43.5290458,-121.86124,1387.0,49.0,null,null,null,28.530113220214844,324.0,469757952,0.04,0.7099999785423279,Unplugged,5995892736,6184,5156,null,null,null,null,null,284273863,6760935424,1410883584,United States,Oregon,null,9r9rdupr56,3G,AT&T
MOBILE,LTE,AT&T,2017-07-19 21:43:20 UTC,2017-07-19 21:43:49 UTC,211225353,28681,null,310,410,-18000,170,null,null,null,motorola,XT1575,ANDROID60,2560,1440,2651353088,25830490112,en,2017-07-19 21:43:49 UTC,null,null,null,null,null,30.48061938,-97.60650398,205.0,4.0,null,null,null,35.58143997192383,299.1000061035156,342749184,0.64,0.30000001192092896,Unplugged,6386823168,18569,41347,null,null,null,null,null,395596324,19443666944,2308603904,United States,Texas,Pflugerville,9v6t6uv47x,4G,AT&T
MOBILE,HSPA,HOME,2017-07-31 12:45:26 UTC,2017-07-31 12:45:32 UTC,115025802,25505,null,310,410,-18000,null,null,null,null,samsung,SAMSUNG-SM-G850A,ANDROID44,1280,720,1947996160,27834224640,en,2017-07-31 12:45:32 UTC,null,null,null,null,null,34.53951535,-91.96703892,54.0,68.0,null,null,null,null,null,576417792,0.61,0.6000000238418579,Unplugged,16706056192,6763,3098,null,null,null,null,null,37293034,11128168448,1371578368,United States,Arkansas,null,9yns7pxxk8,3G,AT&T
MOBILE,HSPA,AT&T,2017-07-17 04:46:26 UTC,2017-07-17 05:50:55 UTC,155402707,11967,null,310,410,-14400,null,null,null,null,samsung,SM-G710S,ANDROID44,1280,720,1417080832,12928495616,en,2017-07-17 04:55:29 UTC,null,null,null,null,-87,40.79256684,-73.79737007,-94.0,45.0,null,null,null,0.75,219.39999389648438,568967168,0.38,0.44999998807907104,Charging,552816640,17339,214807,null,null,null,null,null,3660133,12375678976,848113664,United States,New York,New York,dr780dn3ut,3G,AT&T
MOBILE,LTE,AT&T,2017-07-20 16:08:08 UTC,2017-07-20 16:08:52 UTC,208135185,2415,null,310,410,-14400,226,0,null,null,samsung,SAMSUNG-SM-G920A,ANDROID70,2560,1440,2810466304,26855358464,en,2017-07-20 16:08:09 UTC,null,null,22.0,null,-69,40.9894496,-74.3072254,32.0,3.0,null,0.237315,0.0,18.012542724609375,4.0,657453056,0.36,0.8100000023841858,Charging,8769413120,3583,12487,-98,-12,-60,12,19,17558785,18085945344,2153013248,United States,New Jersey,null,dr71jjghu5,4G,AT&T
MOBILE,LTE,AT&T,2017-07-14 22:58:32 UTC,2017-07-14 23:02:58 UTC,122971153,32777,null,310,410,-25200,253,0,null,null,samsung,SAMSUNG-SM-G920A,ANDROID70,2560,1440,2810466304,26855358464,en,2017-07-14 22:58:33 UTC,null,null,87.0,null,-77,33.5413204,-112.2151509,null,28.0,null,1.816278,0.0,null,null,361558016,0.3,0.75,Unplugged,6538907648,580,580,-108,-14,-50,5,31,965709228,20316450816,2448908288,United States,Arizona,null,9tbny6p2m7,4G,AT&T
MOBILE,LTE,AT&T,2017-07-24 17:53:56 UTC,2017-07-24 17:54:54 UTC,194617872,9999,null,310,410,-14400,337,null,null,null,HTC,HTC One_M8,ANDROID60,1920,1080,1911955456,26772541440,en,2017-07-24 17:53:57 UTC,null,null,31.0,null,-52,35.8725901,-78.7262842,null,60.0,null,0.226847,0.0,null,null,429162496,0.32,0.800000011920929,NotCharging,9578901504,877,1132,-85,-16,-54,null,null,80782777,17193639936,1482792960,United States,North Carolina,Raleigh,dq2h0d3kbx,4G,AT&T
MOBILE,LTE,AT&T,2017-07-17 18:52:21 UTC,2017-07-17 18:52:29 UTC,84237320,17939,null,310,410,-18000,280,1000,null,null,LGE,LG-K425,ANDROID70,1280,720,1476644864,10515046400,en,2017-07-17 18:52:29 UTC,null,null,null,null,null,44.9705368,-93.233318,null,1000.0,null,null,null,null,null,592728064,0.4,0.8799999952316284,Charging,7666413568,0,0,null,null,null,null,null,111445175,2848632832,883916800,United States,Minnesota,Minneapolis,9zvxy6ts65,4G,AT&T
MOBILE,LTE,Home,2017-07-18 23:36:51 UTC,2017-07-18 23:37:07 UTC,107573777,37138,null,310,410,-25200,359,0,null,null,samsung,SAMSUNG-SM-G890A,ANDROID70,2560,1440,2810470400,26730586112,en,2017-07-18 23:36:51 UTC,null,null,null,null,-71,47.5643632,-122.6671564,null,50.0,null,null,null,null,null,639303680,0.44,0.3100000023841858,Unplugged,11097559040,819,12872,-101,-13,20,10,61,24795910,15633027072,2171166720,United States,Washington,null,c22y8dud2p,4G,AT&T
MOBILE,LTE,AT&T,2017-06-06 00:50:13 UTC,2017-06-06 00:50:47 UTC,118183356,24838,null,310,410,-18000,null,null,null,null,samsung,SAMSUNG-SM-T217A,ANDROID44,1024,600,1413062656,13033738240,en,2017-06-06 00:50:47 UTC,null,null,null,null,null,35.70286389,-97.47734059,308.0,194.0,null,null,null,null,null,348667904,0.68,0.18000000715255737,Unplugged,5655797760,46206,2070246,null,null,null,null,null,94624097,7377940480,1064394752,United States,Oklahoma,Edmond,9y6ejge0m2,4G,AT&T
MOBILE,LTE,AT&T,2017-07-16 00:48:37 UTC,2017-07-16 00:48:59 UTC,210966295,28686,null,310,410,-18000,33,2225,null,null,LGE,LG-H910,ANDROID70,2560,1440,3965849600,55080103936,en,2017-07-16 00:48:37 UTC,null,null,null,null,-67,29.8909348,-97.9145187,null,699.0,null,null,null,null,null,1600901120,null,0.36000001430511475,Unplugged,36089016320,0,0,-97,-13,62,null,15,706835,18991087616,2364948480,United States,Texas,San Marcos,9v665ckz66,4G,AT&T
MOBILE,LTE,AT&T,2017-07-15 22:55:07 UTC,2017-07-15 22:55:22 UTC,5399056,283,null,310,410,-14400,null,null,null,null,samsung,SAMSUNG-SM-T337A,ANDROID44,1280,800,1425108992,12521410560,en,2017-07-15 22:55:09 UTC,null,null,49.0,null,-72,39.8462618,-75.38973451,9.0,35.0,null,0.26969,0.0,25.0,247.0,235589632,0.28,0.3799999952316284,Unplugged,7080996864,580,580,-103,-14,-32,null,null,26413050,5440413696,1189519360,United States,Pennsylvania,null,dr46smyc7c,4G,AT&T
MOBILE,LTE,cricket,2017-07-29 23:49:27 UTC,2017-07-29 23:50:03 UTC,173140753,36107,null,310,410,-25200,329,5780,null,null,LGE,LG-US996,ANDROID70,2560,1440,3965849600,54509711360,en,2017-07-29 23:50:03 UTC,null,null,null,null,null,38.9501421,-120.086636,null,526.0,null,null,null,13.1899995803833,231.0,859779072,0.7,0.28999999165534973,Unplugged,19837128704,7730,0,null,null,null,null,null,6694096,34672582656,3106070528,United States,California,null,9qfte6et48,4G,AT&T
MOBILE,HSPA,AIRVOICE WIRELESS,2017-07-14 05:52:58 UTC,2017-07-14 06:17:59 UTC,56211833,55510,null,310,410,-25200,null,null,null,null,Parktel,U615,ANDROID60,800,480,486301696,5097656320,en,2017-07-14 06:17:59 UTC,null,null,null,null,null,34.0647138,-117.2916758,null,1399.0,null,null,null,null,null,138493952,0.4,0.8700000047683716,Charging,3183034368,75937,79873,null,null,null,null,null,1067300725,1914621952,347807744,United States,California,San Bernardino,9qh9fcqc3f,3G,AT&T
MOBILE,LTE,cricket,2017-07-31 13:19:23 UTC,2017-07-31 13:20:10 UTC,41953551,8839,null,310,410,-18000,null,null,null,null,samsung,SAMSUNG-SM-G360AZ,ANDROID44,800,480,922226688,5659541504,en,2017-07-31 13:19:36 UTC,null,null,45.0,null,-89,35.29969229,-85.8156825,562.0,10.0,null,1.237213,0.0,3.845256805419922,230.8000030517578,131915776,0.1,0.46000000834465027,Unplugged,1314852864,4133,6498,-119,-13,22,null,null,11768439,4344688640,790310912,United States,Tennessee,null,dn6bz4ngte,4G,AT&T
MOBILE,LTE,AT&T,2017-05-26 05:07:09 UTC,2017-05-26 05:24:09 UTC,20739087,10502,null,310,410,-14400,375,0,null,null,samsung,SAMSUNG-SM-G890A,ANDROID70,2560,1440,2810470400,26730586112,en,2017-05-26 05:07:09 UTC,null,null,null,null,-65,33.9546692,-80.3727375,null,50.0,null,null,null,null,null,603283456,0.1,0.05000000074505806,Unplugged,10293166080,222,365,-94,-12,30,2,29,251789899,16437420032,2207186944,United States,South Carolina,Sumter,dnnc5j6273,4G,AT&T
MOBILEROAMING,HSUPA,AT&T,2017-07-26 18:23:23 UTC,2017-07-26 18:23:37 UTC,85658675,30993,null,310,410,-21600,null,null,null,null,samsung,SM-A520W,ANDROID60,1920,1080,2949296128,40024072192,en,2017-07-26 18:23:37 UTC,null,null,null,null,null,43.0756623,-87.9065385,null,24.08799934387207,null,null,null,null,null,472440832,0.13,0.8100000023841858,Unplugged,18717126656,2702,2730,null,null,null,null,null,352437956,21306945536,2476855296,United States,Wisconsin,Milwaukee,dp9mp9smvj,3G,AT&T
MOBILE,LTE,AT&T,2017-07-15 02:18:22 UTC,2017-07-15 02:19:09 UTC,194830353,9988,null,310,410,-14400,455,null,null,null,blackberry,STV100-1,ANDROID60,2560,1440,2956398592,41296191488,en,2017-07-15 02:18:32 UTC,null,null,36.0,null,-89,36.0089199,-78.9388898,null,26.0,null,0.946513,0.0,null,null,455147520,0.83,0.75,Charging,21204111360,17124,17656,-117,-11,48,null,null,299175348,20092080128,2501251072,United States,North Carolina,Durham,dnrugenrnt,4G,AT&T
MOBILE,LTE,AT&T,2017-07-10 21:41:19 UTC,2017-07-10 21:41:31 UTC,53781014,16668,null,310,410,-18000,null,null,null,null,samsung,SAMSUNG-SGH-I747,ANDROID44,1280,720,1656758272,28825411584,en,2017-07-10 21:41:24 UTC,null,null,32.0,null,-48,41.87757766,-87.64953554,398.79998779296875,120.0,null,0.408009,0.0,1.1180340051651,148.89999389648438,221974528,0.12,0.7699999809265137,Unplugged,2467364864,719,788,-75,-10,134,null,null,12584922,26358046720,1434783744,United States,Illinois,Chicago,dp3wjrxd9f,4G,AT&T
MOBILE,LTE,cricket,2017-07-25 03:42:08 UTC,2017-07-25 03:42:13 UTC,124008202,32768,null,310,410,-25200,356,null,null,null,ZTE,Z956,ANDROID60,1280,720,1940508672,25244971008,en,2017-07-25 03:42:08 UTC,null,null,null,null,-64,33.52370016,-112.18623413,314.0,12.0,null,null,null,11.15999984741211,358.3999938964844,710410240,0.13,0.20000000298023224,Unplugged,1490640896,0,0,-95,-14,108,null,null,881462423,23754330112,1230098432,United States,Arizona,null,9tbnxnu3xq,4G,AT&T
MOBILE,HSPAP,AT&T,2017-07-14 15:10:30 UTC,2017-07-14 15:15:41 UTC,110722839,52717,null,310,410,-18000,null,0,null,null,samsung,SAMSUNG-SM-G925A,ANDROID70,2560,1440,2810445824,26855358464,en,2017-07-14 15:14:25 UTC,null,null,null,null,-51,32.9897715,-96.9820125,null,116.0999984741211,null,null,null,null,null,483622912,0.35,0.7699999809265137,Unplugged,1239343104,293908,2883957,null,null,null,null,null,1502420306,25616015360,2326822912,United States,Texas,Lewisville,9vg59jeg77,3G,AT&T
MOBILE,LTE,AT&T,2017-07-25 17:14:23 UTC,2017-07-25 17:14:25 UTC,56718097,15528,null,310,410,-18000,176,null,null,null,LGE,LG-D950,ANDROID44,1280,720,1946140672,25896787968,en,2017-07-25 17:14:23 UTC,null,null,null,null,-81,34.60153868,-85.73519075,394.0,4.0,null,null,null,null,null,748376064,0.61,0.6600000262260437,Unplugged,13991596032,3531,12092,-112,-14,24,null,null,52046670,11905191936,1197764608,United States,Alabama,null,dn5hc51896,4G,AT&T
MOBILE,LTE,cricket,2017-07-29 00:48:18 UTC,2017-07-29 00:48:22 UTC,107995773,37139,null,310,410,-25200,436,null,null,null,LGE,LG-K373,ANDROID60,1280,720,1476370432,43463327744,en,2017-07-29 00:48:18 UTC,null,null,null,null,-57,47.4423299,-122.3016789,null,50.0,null,null,null,null,null,326770688,0.01,0.4699999988079071,Unplugged,38257942528,646,958,-88,-14,-4,null,null,232070908,5205385216,1149599744,United States,Washington,SeaTac,c23jbuwes7,4G,AT&T
MOBILE,HSPAP,,2017-07-09 01:21:01 UTC,2017-07-09 01:22:37 UTC,59311052,50995,null,310,410,-36000,null,4382,null,null,OnePlus,ONEPLUS A3010,ANDROID71,1920,1080,6019260416,57434611712,en,2017-07-09 01:22:37 UTC,null,null,null,null,null,21.2758919,-157.8228213,null,98.0,null,null,null,null,null,3269922816,0.25,0.5799999833106995,Unplugged,41301745664,0,0,null,null,null,null,null,7048631,16132866048,2749337600,United States,Hawaii,Honolulu,87zc09hvj9,3G,AT&T
MOBILE,HSPAP,AT&T,2017-07-27 18:39:39 UTC,2017-07-27 18:51:40 UTC,105807488,52664,null,310,410,-18000,null,4457,null,null,HTC,HTC U11,ANDROID71,2560,1440,3907031040,61373558784,en,2017-07-27 18:51:40 UTC,null,null,null,null,null,32.9418577,-96.8329121,null,20.0,null,null,null,null,null,2153955328,0.34,0.75,Unplugged,42236768256,4944885,2177611,null,null,null,null,null,5318348,19136790528,1753075712,United States,Texas,Farmers Branch,9vg5ksbkjx,3G,AT&T
MOBILE,LTE,cricket,2017-07-27 17:43:28 UTC,2017-07-27 17:44:00 UTC,92169994,33794,null,310,410,-25200,128,null,null,null,TCL ALCATEL ONETOUCH,6045O,ANDROID60,1920,1080,1979613184,27930894336,en,2017-07-27 17:44:00 UTC,null,null,null,null,null,36.08488592,-115.15004165,589.0,24.0,null,null,null,1.809999942779541,277.79998779296875,667500544,0.34,0.2199999988079071,Unplugged,14072369152,836,894,null,null,null,null,null,239998615,13858525184,1312112640,United States,Nevada,Paradise,9qqj79n39w,4G,AT&T
MOBILE,UNKNOWN,AT&T,2017-07-19 23:16:02 UTC,2017-07-19 23:30:47 UTC,null,null,null,310,410,-18000,null,null,null,null,Apple,"iPhone9,4",IOS103,736,414,3143630848,127989469184,en,2017-07-19 23:30:23 UTC,null,null,null,null,null,32.840344,-97.151576,167.303798,8.0,3.0,null,null,0.084726,102.879814,110821376,0.04,0.8799999952316284,Charging,98797424640,478424,2453197,null,null,null,null,null,280748224,29192044544,3032809472,United States,Texas,Bedford,9vffv62ku5,UNKNOWN,AT&T
MOBILE,HSPAP,AT&T,2017-07-09 22:01:20 UTC,2017-07-09 22:05:17 UTC,143559423,2931,null,310,410,-14400,null,null,null,null,samsung,SAMSUNG-SM-G870A,ANDROID60,1920,1080,1788841984,27856785408,en,2017-07-09 22:01:20 UTC,null,null,null,null,-109,39.7342574,-75.0082225,null,87.0,null,null,null,null,null,471130112,0.6,0.5400000214576721,Unplugged,11099111424,2172,5076,null,null,null,null,null,91833110,16757673984,1317711872,United States,New Jersey,null,dr4dj1ksvd,3G,AT&T
MOBILE,LTE,cricket,2017-05-28 18:23:24 UTC,2017-05-28 18:33:14 UTC,179725974,13333,null,310,410,-14400,350,null,null,null,samsung,SAMSUNG-SM-G930AZ,ANDROID60,2560,1440,3588513792,25402978304,en,2017-05-28 18:25:06 UTC,null,null,null,null,-75,27.7706006,-82.711024,null,901.5260009765625,null,null,null,null,null,817537024,null,0.6200000047683716,Unplugged,12459823104,560749,2171847,-105,-13,56,null,null,104530482,12943155200,2770976768,United States,Florida,Saint Petersburg,dhvjvz7xmr,4G,AT&T
MOBILE,LTE,HOME,2017-07-15 00:12:49 UTC,2017-07-15 00:12:57 UTC,18875664,4645,null,310,410,-14400,356,5145,null,null,motorola,Moto G (4),ANDROID70,1920,1080,1957261312,27256553472,en,2017-07-15 00:12:57 UTC,null,null,null,null,null,39.3728224,-79.3419097,818.0,4.0,null,null,null,22.440000534057617,12.0,415600640,0.18,0.23000000417232513,Unplugged,17007169536,7101,8133,null,null,null,null,null,179626100,10249383936,1541660672,United States,Maryland,null,dnzxfx8grd,4G,AT&T
MOBILE,LTE,AT&T,2017-07-23 22:08:41 UTC,2017-07-23 22:08:54 UTC,54095639,16685,null,310,410,-18000,401,null,null,null,samsung,SAMSUNG-SM-J320A,ANDROID60,1280,720,1459412992,11059228672,en,2017-07-23 22:08:41 UTC,null,null,null,null,-55,41.9628281,-87.6518509,null,20.0,null,null,null,null,null,292638720,0.29,1.0,Full,4208447488,0,0,-84,-12,150,13,3,31330307,6850781184,1166774272,United States,Illinois,Chicago,dp3wtrjg5y,4G,AT&T
MOBILE,HSPA,AT&T,2017-07-25 16:23:14 UTC,2017-07-25 16:29:09 UTC,110376307,52712,null,310,410,-18000,null,null,null,null,LGE,LG-D800,ANDROID50,1920,1080,1948389376,25896787968,en,2017-07-25 16:23:15 UTC,null,null,301.0,null,-105,32.9260489,-97.3663428,null,1899.0,null,4.258328,0.0,null,null,380203008,0.24,0.8799999952316284,Unplugged,2270183424,653,709,null,null,null,null,null,401556522,23626604544,1568186368,United States,Texas,Fort Worth,9vfg265bpu,3G,AT&T
MOBILE,HSDPA,cricket,2017-05-20 11:16:01 UTC,2017-05-20 11:16:38 UTC,230523363,27592,null,310,410,-14400,null,null,null,null,samsung,SM-N750,ANDROID44,1280,720,1972232192,12430499840,en,2017-05-20 11:16:01 UTC,null,null,null,null,-97,28.730580446065776,-81.91242679516832,-63.2141939601684,128.0,null,null,null,4.877350807189941,23.797300338745117,231194624,0.66,0.6800000071525574,Unplugged,2310291456,0,0,null,null,null,null,null,212621153,10120208384,1741037568,United States,Florida,null,djjg2n1py0,3G,AT&T
MOBILE,HSPAP,cricket,2017-07-30 06:17:26 UTC,2017-07-30 06:17:32 UTC,893184,56993,null,310,410,-25200,null,null,null,null,samsung,SAMSUNG-SM-G870A,ANDROID44,1920,1080,1946947584,76326850560,en,2017-07-30 06:17:32 UTC,null,null,null,null,null,37.67736508,-122.05802272,137.0,17.0,null,null,null,null,null,309080064,0.62,0.9399999976158142,Charging,30794539008,959,802,null,null,null,null,null,461685500,45532311552,1637867520,United States,California,null,9q9nqdbn9c,3G,AT&T
